,year,transmission,selling_price,engine,max_power,torque
2563,2010,1,180000,1405,231,95
2564,2011,1,400000,1582,60,274
2565,2010,1,120000,1199,254,15
2566,2012,1,300000,1248,292,192
2567,2011,1,190000,998,222,424
2568,2017,1,310000,796,180,400
2569,2019,1,380000,799,186,405
2570,2019,1,740000,1493,230,182
2571,2016,1,260000,799,188,405
2572,2017,1,320000,998,220,424
2573,2013,1,211000,998,196,408
2574,2018,1,650000,1197,259,41
2575,2017,1,651000,1248,243,178
2576,2019,0,380000,998,220,424
2577,2014,1,160000,936,191,109
2578,2019,0,1270000,1591,49,127
2579,2011,1,300000,998,197,408
2580,2015,1,405000,1248,242,178
2581,2015,1,850000,2179,74,311
2582,2017,1,680000,1493,230,182
2583,2014,1,426999,1197,262,50
2584,2015,1,525000,1396,289,222
2585,2014,1,1019999,2494,3,188
2586,2005,1,245000,2494,5,187
2587,2015,1,869999,1582,57,273
2588,2010,1,160000,998,197,408
2589,2016,1,700000,1248,287,193
2590,2012,1,300000,1461,276,196
2591,2007,0,175000,1799,62,149
2592,2012,1,960000,2494,5,187
2593,2014,1,525000,2498,19,248
2594,2015,1,345000,1120,230,137
2595,2015,1,390000,1198,281,16
2596,2015,1,275000,1198,218,10
2597,2014,1,310000,1199,263,14
2598,2017,1,500000,1197,261,36
2599,2013,1,200000,1248,249,200
2600,2018,1,650000,1498,285,237
2601,2018,1,1031000,1498,309,193
2602,2018,1,330000,998,224,427
2603,2019,1,399000,1086,223,440
2604,2012,1,250000,1197,253,32
2605,2017,1,600000,1186,241,170
2606,2013,1,375000,1248,242,178
2607,2012,1,375000,1598,14,260
2608,2013,1,445000,1582,59,275
2609,2003,1,55000,998,222,424
2610,2016,1,611000,1396,290,221
2611,2014,1,459999,1396,289,222
2612,2011,1,275000,1399,223,135
2613,2011,1,185000,1086,204,431
2614,2012,1,390000,1582,60,274
2615,2007,1,72000,995,203,422
2616,2007,1,90000,1396,183,416
2617,2015,1,500000,1364,220,144
2618,2011,1,200000,998,197,408
2619,2019,1,1575000,2179,90,331
2620,2015,1,511000,1197,262,50
2621,2009,1,150000,1368,289,56
2622,2020,0,1500000,2694,103,246
2623,2013,1,185000,796,180,400
2624,2018,1,550000,1197,268,55
2625,2017,1,325000,998,220,424
2626,2015,1,525000,1248,242,178
2627,2018,1,1050000,2200,72,308
2628,2012,1,300000,1396,228,106
2629,2011,1,120000,1199,254,15
2649,2011,1,170000,1086,204,431
2650,2010,1,320000,1396,228,106
2651,2016,0,350000,998,219,424
2652,2018,0,500000,1197,259,41
2653,2009,1,135000,1405,230,79
2654,2018,1,340000,799,186,405
2655,2020,1,330000,1197,261,36
2656,2011,1,350000,1586,11,114
2657,2015,0,1850000,2982,109,330
2658,2016,1,400000,1120,231,159
2659,2014,1,325000,1399,218,139
2660,2015,1,1000000,1997,45,284
2662,2012,1,350000,1248,292,193
2683,2015,1,550000,1498,311,193
2684,2015,1,925000,2179,71,302
2685,2010,0,509999,2179,45,287
2686,2011,1,250000,2489,307,226
2687,2015,1,500000,1197,261,46
2688,2019,1,1050000,1396,289,221
2689,2014,1,490000,1248,242,178
2690,2020,1,415000,1196,235,5
2691,2013,1,190000,796,180,400
2692,2018,1,680000,1248,243,178
2693,2013,1,190000,796,180,400
2694,2013,1,479000,2179,45,287
2695,2016,1,270000,796,180,400
2696,2008,1,170000,1086,224,436
2697,2018,1,764000,1373,296,85
2698,2019,1,710000,2523,204,182
2699,2017,1,310000,796,180,400
2700,2017,1,620000,1493,230,182
2701,2017,1,280000,814,189,407
2702,2015,0,1500000,2982,109,330
2703,2016,1,450000,1197,262,50
2704,2017,0,2199000,2143,67,292
2705,2013,0,3600000,2987,158,393
2706,2008,1,285000,1596,319,117
2707,2007,1,465000,2494,5,187
2708,2009,0,1100000,1995,128,337
2709,2011,1,350000,1598,14,260
2710,2017,1,600000,1373,296,85
2711,2017,1,570000,1197,268,55
2712,2016,1,325000,998,220,424
2713,2016,0,975000,1997,74,301
2714,2015,1,480000,1197,260,48
2715,2014,1,185000,796,180,400
2716,2015,0,1050000,1582,57,275
2717,2019,1,760000,1197,259,41
2718,2019,1,570000,999,246,428
2720,2018,1,700000,1197,268,55
2721,2015,0,775000,1499,29,108
2722,2007,0,750000,2993,159,385
2723,2010,1,140000,995,203,422
2724,2016,1,220000,796,180,400
2725,2013,1,184000,1086,204,431
2727,2017,1,440000,1197,260,48
2728,2017,1,650000,1396,290,227
2729,2017,0,660000,1493,0,236
2730,2017,1,380000,1196,202,417
2731,2012,1,415000,1364,284,201
2732,2012,1,225000,1086,224,436
2733,2013,1,600000,1248,291,193
2734,2014,1,620000,1248,292,193
2735,2016,1,750000,1493,0,241
2736,2016,1,400000,1197,262,50
2737,2005,1,110000,998,222,424
2738,2012,1,119000,1405,230,94
2739,2015,1,600000,1498,311,193
2740,2011,1,200000,998,222,424
2741,2014,1,280000,1248,289,192
2742,2013,1,375000,1598,19,129
2743,2016,1,350000,1198,218,10
2744,2017,1,620000,1186,241,171
2745,2017,1,570000,1248,242,178
2746,2012,1,290000,1248,239,178
2747,2016,1,711000,1248,287,193
2748,2012,1,370000,1248,242,178
2749,2020,1,550000,1197,288,45
2750,2013,1,325000,1197,278,50
2751,2018,1,670000,1498,312,193
2752,2017,1,385000,1086,224,436
2753,2008,1,114999,1086,204,431
2754,2010,1,200000,1086,204,431
2755,2019,0,860000,1248,287,193
2756,2018,1,600000,1248,242,178
2757,2016,1,265000,998,220,424
2758,2015,1,155000,1193,190,423
2759,2019,1,900000,1248,287,193
2760,2013,1,650000,1248,291,193
2761,2004,1,70000,796,170,388
2762,2012,1,180000,796,180,400
2763,2013,1,200000,814,189,407
2764,2014,1,300000,1086,224,436
2765,2015,1,650000,1591,49,130
2766,2014,1,267000,796,180,400
2767,2018,1,450000,998,196,408
2768,2014,1,400000,1197,262,50
2769,2012,1,310000,2498,31,277
2770,2009,1,70000,624,168,372
2771,2017,1,675000,2523,204,182
2772,2013,1,350000,1596,319,117
2773,2014,1,240000,998,220,424
2774,2014,1,185000,1405,229,95
2775,2017,1,250000,814,189,407
2776,2009,1,135000,796,178,398
2777,2011,1,500000,1582,60,274
2778,2010,1,300000,2179,68,302
2779,2017,1,328000,1199,274,49
2780,2015,1,509999,2523,204,182
2781,2015,1,575000,2179,43,285
2782,2012,1,700000,2498,31,279
2783,2008,1,105000,1061,218,415
2784,2008,1,60000,796,170,388
2785,2008,1,112999,796,178,398
2786,2015,1,229999,1405,230,94
2787,2012,1,325000,1399,223,139
2788,2017,1,650000,1197,260,48
2789,2009,1,85000,1405,230,79
2790,2015,1,570000,1498,311,193
2791,2015,1,525000,1248,242,178
2792,2013,1,350000,1197,265,37
2793,2007,1,250000,1197,277,40
2794,2010,1,300000,2489,307,226
2795,2017,1,1325000,1956,112,324
2796,2017,1,650000,1396,290,221
2797,2018,1,520000,1197,261,36
2798,2016,1,500000,1197,259,41
2799,2016,1,220000,799,186,405
2800,2017,1,650000,1248,287,193
2801,2017,1,819999,1199,289,31
2802,2016,1,645000,1461,271,193
2803,2015,1,780000,1248,287,193
2804,2008,1,215000,1497,251,66
2805,2007,1,600000,2494,5,187
2806,2011,1,114999,796,178,398
2807,2012,1,75000,1193,211,439
2808,2011,1,120000,1199,254,15
2809,2016,1,250000,799,186,405
2810,2018,1,200000,796,167,388
2811,2015,1,380000,1197,262,50
2812,2018,1,560000,1498,311,193
2813,2018,1,575000,1197,259,41
2814,2017,1,620000,1493,230,182
2815,2012,1,525000,2179,45,287
2816,2017,1,635000,1248,242,178
2817,2016,1,650000,1461,23,245
2818,2001,1,39000,796,170,388
2819,2017,1,550000,1498,317,212
2820,2009,1,145000,1248,239,43
2821,2007,1,130000,1405,230,79
2822,2017,1,825000,1248,288,193
2823,2015,0,1650000,2982,109,330
2824,2018,1,875000,1248,287,193
2825,2016,1,650000,1248,287,193
2826,2014,0,2000000,2993,162,391
2827,2018,0,2850000,1995,131,336
2828,2018,0,2800000,1968,117,335
2829,2018,0,3900000,1995,135,348
2830,2013,1,246000,1248,242,175
2831,2013,1,325000,1498,312,193
2832,2019,0,1450000,1368,98,266
2833,2017,0,850000,1497,40,115
2834,2015,1,560000,1498,26,261
2835,2015,1,575000,1248,288,193
2836,2019,0,470000,998,219,424
2837,2014,1,221000,1405,229,95
2838,2014,1,680000,2494,3,188
2839,2013,1,700000,2499,75,312
2840,2016,0,1950000,1984,128,348
2841,2015,0,875000,1582,57,275
2842,2017,1,850000,1582,57,272
2843,2013,1,550000,1461,271,194
2844,2013,1,480000,1248,242,178
2845,2017,1,1050000,2179,45,284
2846,2016,1,631000,2523,204,182
2847,2015,1,165000,624,172,380
2848,2010,1,320000,1197,279,50
2849,2012,1,360000,1197,279,50
2851,2006,1,175000,1795,61,136
2852,2016,1,725000,1396,290,221
2853,2014,1,280000,1248,246,185
2854,2011,1,325000,1199,239,161
2855,2014,1,320000,1399,224,139
2856,2018,1,500000,1197,261,36
2857,2014,1,825000,2179,74,311
2858,2016,1,350000,1248,240,178
2859,2011,1,470000,1396,295,224
2860,2009,1,125000,1461,213,140
2861,2006,0,140000,1795,61,136
2862,2013,1,484999,1498,311,193
2863,2018,1,308000,796,180,400
2864,2019,1,570000,1197,261,36
2865,2010,1,900000,2982,115,318
2866,2017,1,1800000,1956,112,324
2868,2018,0,680000,1197,259,41
2869,2017,1,700000,1248,243,178
2870,2011,1,240000,2498,31,277
2871,2014,1,280000,814,189,407
2872,2010,1,125000,1405,231,90
2876,2013,0,1200000,1984,88,322
2877,2013,1,400000,1598,14,260
2878,2014,1,850000,2179,74,311
2879,2014,1,475000,1396,290,221
2880,2003,1,150000,1597,300,83
2881,2018,1,2900000,2755,118,358
2882,2015,1,1100000,2494,3,191
2883,2017,1,285000,796,180,400
2884,2018,1,650000,1186,241,170
2885,2012,1,275000,998,216,424
2886,2000,1,60000,796,170,388
2887,2011,1,229999,1461,213,140
2888,2015,1,300000,998,220,424
2889,2016,1,940000,1248,287,193
2890,2015,1,600000,1248,287,193
2891,2017,1,800000,1248,242,178
2892,2017,1,580000,1461,276,196
2893,2018,1,450000,1199,274,49
2894,2011,1,290000,1991,55,296
2895,2014,1,530000,1498,311,193
2896,2019,1,960000,1396,291,217
2897,2009,1,290000,1497,42,116
2898,2008,1,160000,1998,223,63
2899,2017,1,400000,998,218,424
2900,2017,1,700000,1248,287,193
2901,2012,1,361000,1598,14,260
2902,2013,1,390000,1396,291,219
2903,2012,1,200000,1248,246,168
2905,2013,1,500000,1248,242,178
2906,2011,1,200000,796,178,398
2916,2015,1,680000,1499,29,108
2917,2013,1,235000,796,180,400
2918,2018,1,1700000,2179,90,331
2919,2015,0,1200000,2179,74,311
2920,2014,1,630000,1498,311,193
2921,2018,1,640000,1498,317,212
2922,2014,1,355000,1197,262,50
2923,2012,1,560000,2179,45,287
2924,2018,1,580000,1248,242,178
2925,2010,1,185000,1399,223,139
2926,2019,0,660000,1197,268,55
2927,2014,1,220000,998,224,427
2928,2007,1,150000,1086,204,431
2929,2011,1,484999,2179,35,281
2930,2019,1,509999,1197,259,41
2931,2014,1,515000,2523,204,182
2932,2014,0,1250000,1595,47,189
2933,2014,1,350000,1248,238,148
2934,2018,1,375000,998,220,424
2935,2019,1,950000,1396,289,221
2936,2015,1,615000,1248,242,178
2937,2011,1,275000,1197,278,50
2938,2020,0,7200000,2993,161,394
2939,2017,1,400000,1196,235,5
2940,2019,1,930000,1248,287,193
2941,2012,1,310000,1197,278,50
2943,2016,1,1670000,2393,82,317
2944,2013,1,356000,1248,242,178
2945,2013,1,500000,1497,36,118
2946,2018,1,409999,1199,274,49
2947,2019,1,980000,1248,287,193
2948,2005,1,150000,2523,205,157
2949,2019,0,750000,1199,289,31
2950,2013,0,500000,1798,95,262
2951,2013,1,355000,1248,242,178
2952,2011,1,200000,1405,231,90
2953,2008,1,370000,2494,5,187
2954,2015,1,450000,1197,262,50
2955,2015,1,486000,1197,262,50
2956,2011,1,242000,1248,292,193
2957,2018,1,580000,1197,261,36
2958,2014,1,500000,1498,310,199
2960,2013,1,300000,1493,0,241
2961,2016,1,710000,2523,205,162
2962,2012,1,220000,1199,246,161
2963,2020,0,654000,1197,259,41
2964,2019,0,835000,1598,8,128
2965,2010,1,250000,1596,4,104
2966,2019,1,600000,1197,259,41
2967,2016,1,459999,1197,270,55
2968,2018,1,275000,999,218,426
2969,2017,1,408000,1196,283,34
2970,2018,1,1200000,2179,90,331
2971,2014,1,375000,1197,261,35
2972,2006,1,94500,796,178,398
2973,2011,1,300000,1198,239,27
2974,2009,1,350000,1497,42,116
2975,2011,1,975000,2982,115,318
2976,2015,1,600000,1197,260,48
2977,2014,1,700000,2494,3,191
2978,2017,1,640000,1493,230,182
2979,2017,1,1110000,1582,57,275
2980,2014,1,570000,1248,291,193
2981,2010,1,451999,2494,5,187
2982,2016,1,240000,799,186,405
2983,2014,1,680000,2523,246,190
2984,2015,1,350000,1248,242,174
2985,2012,1,360000,1598,14,129
2986,2010,1,250000,1196,230,7
2987,2019,1,550000,1197,259,41
2988,2012,1,180000,814,189,407
2989,2016,1,425000,1498,311,193
2990,2019,1,409999,1199,274,49
2991,2018,1,438999,1199,274,49
2992,2014,1,225000,1198,219,10
2993,2017,1,580000,2523,205,160
2994,2008,1,200000,1298,278,50
2996,2013,1,250000,1248,246,185
2997,2011,1,170000,1248,239,178
2998,2010,1,300000,1197,278,50
2999,2005,1,160000,2523,205,157
3000,2014,1,409999,1248,242,178
3001,2012,1,350000,1396,295,224
3002,2019,1,310000,799,186,405
3003,2010,1,135000,796,178,398
3004,2010,1,220000,1248,239,43
3005,2017,1,570000,1197,261,36
3006,2014,1,500000,1248,242,178
3007,2016,1,875000,1396,290,221
3008,2011,1,210000,1405,230,94
3009,2011,1,210000,1405,230,94
3010,2010,1,200000,1086,204,431
3011,2011,1,175000,796,178,398
3012,2017,1,700000,1197,260,48
3014,2019,0,550000,1197,261,36
3015,2019,1,420000,1086,223,440
3016,2009,1,210000,1197,255,19
3017,2013,1,175000,936,194,123
3018,2012,1,180000,796,178,398
3019,2007,1,118000,796,178,398
3020,2007,1,170000,1493,28,250
3021,2009,1,120000,1061,208,415
3022,2009,1,170000,796,178,398
3023,2018,1,700000,1248,242,178
3024,2014,1,500000,2523,204,182
3025,2007,0,80000,1061,218,415
3026,2008,1,105000,1497,251,66
3027,2016,1,425000,1248,242,178
3028,2017,1,625000,1197,260,48
3029,2017,1,640000,1197,260,48
3030,2010,1,180000,1197,253,32
3031,2009,1,155000,1248,239,43
3032,2007,1,85000,1061,218,415
3033,2011,1,250000,1197,253,32
3034,2017,0,1000000,1591,49,130
3035,2016,1,350000,1198,218,10
3036,2018,1,740000,1248,243,178
3037,2018,1,300000,999,218,426
3038,2017,1,550000,1498,27,261
3039,2017,1,710000,2523,204,182
3040,2017,1,700000,2523,204,182
3041,2016,1,550000,2523,204,182
3042,2015,1,375000,1086,224,436
3043,2015,1,600000,2179,69,302
3044,2013,1,380000,1248,242,178
3046,1998,1,45000,796,170,388
3047,2010,1,450000,2494,5,187
3048,2015,1,475000,2523,205,160
3049,2019,1,650000,999,233,434
3050,2011,1,200000,998,197,408
3051,2013,1,350000,1248,242,178
3052,2018,0,911999,1248,287,193
3053,2018,1,650000,1197,259,41
3054,2012,1,350000,1298,278,50
3055,2016,1,190000,796,167,388
3056,2019,1,1200000,1582,57,272
3057,2013,1,305000,2523,204,182
3058,2015,1,850000,1582,57,275
3059,2011,1,350000,1896,19,252
3060,2010,1,180000,1086,204,431
3061,2008,1,200000,2179,71,302
3063,2012,1,229999,1198,283,16
3064,2006,1,135000,998,222,424
3065,2011,1,425000,1968,71,303
3066,2016,1,1350000,2179,74,311
3067,2009,1,480000,2499,78,310
3068,2017,1,455000,1248,243,178
3069,2015,1,320000,998,219,424
3070,2019,1,693000,1197,261,58
3071,2017,1,830000,1248,287,193
3072,2016,1,470000,1197,262,50
3073,2017,0,1100000,1497,40,115
3074,2016,1,325000,1248,289,192
3075,2014,1,215000,814,189,407
3076,2018,1,560000,1197,259,41
3077,2017,0,400000,998,219,424
3098,2017,1,725000,1498,315,199
3105,2014,1,325000,1198,283,16
3106,2013,1,229999,1197,253,32
3107,2007,0,400000,1796,132,286
3108,2015,1,449000,1198,242,27
3109,2017,1,455000,1197,261,36
3110,2015,0,1750000,1968,135,350
3111,2017,0,1390000,2755,116,328
3112,2019,1,1150000,1591,49,127
3113,2018,1,650000,1197,260,48
3114,2016,1,950000,1582,57,275
3115,2018,0,698000,1248,243,178
3116,2017,1,975000,1582,57,275
3117,2018,0,445000,1197,259,41
3118,2018,1,539000,1248,242,174
3119,2010,1,350000,1248,246,178
3120,2011,1,550000,2179,45,287
3121,2015,1,550000,1461,271,194
3122,2011,1,330000,1199,239,161
3123,2014,1,220000,814,189,407
3124,2013,1,415000,1197,279,50
3125,2007,1,150000,796,178,398
3126,2005,1,150000,1341,267,53
3127,2007,1,240000,1493,28,250
3128,2009,1,170000,796,178,398
3129,2015,1,550000,1248,287,193
3130,2017,0,500000,1198,247,10
3131,2011,1,180000,2489,307,226
3132,2017,1,360000,1198,262,54
3133,2014,1,400000,1197,278,50
3134,2009,1,120000,1495,304,64
3135,2016,1,765000,1248,287,193
3136,2016,1,919999,1248,287,193
3137,2018,1,730000,1364,220,144
3138,2016,1,320000,1248,242,174
3139,2015,1,455000,1498,311,193
3140,2015,1,350000,1198,218,10
3141,2016,1,509999,1493,0,241
3142,2011,1,175000,1405,230,79
3143,2013,1,325000,2523,205,160
3144,2011,1,120000,1193,213,3
3145,2014,1,300000,1197,253,33
3146,2015,1,500000,1498,311,193
3147,2016,1,562000,1197,268,55
3148,2014,1,250000,814,189,407
3149,2017,1,484999,1248,289,174
3150,2013,1,280000,1197,253,33
3151,2015,1,571000,1248,291,193
3152,2013,1,400000,1197,278,50
3153,2015,1,295000,1405,229,95
3155,2011,1,250000,1196,230,7
3156,2015,1,610000,2523,204,182
3157,2012,1,175000,1248,242,174
3158,2011,1,204999,1399,223,139
3159,2013,1,750000,2179,74,311
3163,2017,1,589000,1248,242,178
3168,2005,1,310000,2494,5,187
3169,2016,1,445000,2956,271,257
3170,2015,1,445000,1498,245,208
3171,2012,1,450000,2956,71,302
3172,2008,1,450000,1997,45,284
3174,2010,1,200000,998,222,424
3175,2018,1,611000,1197,278,50
3176,2016,1,819999,1582,57,275
3177,2016,1,825000,1396,289,221
3178,2015,1,599000,1498,315,210
3179,2018,1,490000,1197,277,40
3180,2020,1,500000,1193,289,105
3182,2017,1,1100000,2179,74,311
3183,2019,1,675000,1194,306,67
3184,2018,1,1350000,2179,68,311
3185,2018,1,570000,1197,261,36
3186,2017,1,455000,1186,241,170
3187,2013,1,165000,814,189,407
3188,2016,1,925000,1497,40,115
3189,2014,1,215000,1396,229,106
3190,2016,1,470000,1197,259,41
3191,2016,1,470000,1197,259,41
3192,2017,1,650000,1248,287,193
3193,2017,1,900000,1461,23,242
3195,2009,1,190000,1399,218,139
3196,2017,1,715000,1396,290,218
3197,2013,1,227999,1396,229,106
3199,2015,1,200000,936,191,109
3200,2017,1,400000,998,196,408
3201,2016,1,725000,1248,287,193
3202,2014,1,300000,1399,224,139
3203,2016,1,1151000,2494,3,188
3204,2014,1,225000,1198,218,10
3205,2016,1,380000,1086,224,436
3206,2019,1,630000,1197,261,58
3207,2014,1,351000,1197,253,32
3208,2012,1,199000,1199,246,161
3209,2017,1,850000,2179,84,300
3210,2010,1,105000,1248,246,175
3211,2010,1,300000,1248,295,192
3212,2016,1,950000,2494,3,188
3213,2015,1,430000,1493,0,241
3214,2016,0,2100000,3198,143,369
3215,2018,1,540000,1186,241,170
3216,2012,1,175000,1086,205,421
3217,2018,0,1150000,1582,57,275
3218,2020,1,350000,796,180,400
3219,2019,1,690000,1197,261,47
3220,2015,1,535000,1396,290,221
3221,2016,1,730000,1248,287,193
3222,2016,1,280000,814,189,407
3223,2019,0,650000,1197,259,41
3224,2012,1,520000,2494,5,187
3225,2020,1,360000,1197,261,36
3226,2011,1,250000,1248,239,178
3227,2017,1,575000,1498,27,261
3228,2012,1,170000,1396,228,95
3229,2017,1,711000,1248,287,193
3230,2013,1,250000,998,222,424
3231,2017,1,675000,1248,242,178
3232,2016,1,325000,998,219,424
3233,2016,1,250000,796,180,400
3234,2019,0,740000,1248,242,178
3242,2017,0,1750000,2354,133,233
3244,2017,1,800000,1248,287,193
3245,2017,0,1825000,2354,133,233
3246,2017,0,1295000,2179,91,348
3247,2014,1,425000,1461,271,193
3248,2016,0,4090000,2987,153,378
3249,2015,0,910000,1582,57,270
3253,2011,1,325000,2523,204,182
3254,2016,1,500000,1197,259,41
3255,2013,1,300000,1197,253,33
3256,2016,1,270000,814,189,407
3257,2010,1,160000,796,178,398
3258,2016,1,210000,796,167,388
3259,2014,1,850000,2179,74,311
3260,2014,1,880000,2179,74,311
3261,2010,1,150000,1061,212,413
3262,2015,0,775000,1493,0,236
3263,2009,1,160000,796,178,398
3264,2012,1,220000,1399,223,139
3265,2017,1,670000,1396,290,221
3266,2018,1,780000,1396,290,221
3267,2017,1,515000,1197,268,55
3268,2017,1,800000,1396,290,221
3270,2014,1,850000,2179,74,311
3271,2013,1,200000,814,189,407
3272,2008,1,140000,1422,230,131
3273,2016,0,800000,1591,49,130
3274,2013,1,250000,998,222,424
3275,2017,1,800000,1248,287,193
3276,2015,1,600000,1248,287,193
3277,2012,1,250000,1461,251,244
3278,2016,1,500000,1498,311,193
3279,2019,1,750000,1298,255,8
3280,2014,1,650000,1248,242,178
3282,2016,1,950000,1498,311,193
3283,2015,1,580000,2499,234,147
3284,2019,1,640000,1197,261,36
3285,2014,0,800000,2179,45,287
3286,2011,1,347000,998,216,424
3287,2014,1,1000000,2179,74,311
3288,2016,1,300000,814,189,407
3289,2017,1,493000,1199,274,49
3290,2014,1,370000,1197,262,50
3291,2008,1,250000,1248,239,178
3292,2017,1,300000,999,218,426
3293,2017,0,450000,999,218,426
3294,2010,1,185000,1399,223,139
3295,2019,1,1225000,1497,35,291
3296,2015,1,1000000,2494,3,188
3297,2016,1,600000,1197,260,48
3298,2018,1,1100000,2179,90,331
3299,2015,1,360000,1197,261,35
3300,2012,1,285000,1298,278,50
3301,2016,1,350000,1198,250,173
3302,2008,1,130000,1086,224,436
3303,2016,1,500000,1248,236,148
3304,2010,1,350000,1197,255,19
3305,2019,0,685000,1197,268,55
3306,2020,1,399000,1196,202,417
3307,2017,1,525000,1197,261,36
3308,2017,1,765000,1373,296,85
3309,2012,1,450000,1248,242,178
3311,2014,1,390000,1198,219,10
3312,2017,1,940000,1248,287,193
3313,2013,1,650000,1461,23,249
3314,2012,1,320000,1399,223,139
3315,2003,1,145000,1794,56,134
3316,2017,1,670000,1498,317,212
3317,2011,1,350000,1248,292,193
3318,2012,1,285000,1248,242,174
3319,2011,1,300000,998,222,424
3320,2011,1,300000,1399,223,139
3321,2009,0,810000,2967,156,384
3322,2009,1,90000,1405,203,62
3323,2004,1,100000,796,178,398
3324,2009,1,90000,1396,183,416
3325,2013,1,459999,2609,35,281
3326,2009,1,525000,2494,5,187
3327,2011,1,250000,998,222,424
3328,2012,1,300000,1197,253,33
3329,2005,1,130000,1298,286,21
3330,2011,1,199000,998,222,424
